It is advisable that you complete your shopping well before nightfall.,買い物を暗くならないうちにお済ませくださいますようお勧めいたします。,N4,to do (the polite form of する),kaimono o kuraku naranai uchi ni osumase kudasaimasu you osusume itashimasu.,いたす
I don’t know if he’ll be happy about this present or not.,彼がこのプレゼントを喜ぶかどうか分かりません。,N4,whether or not,kare ga kono purezento o yorokobu kadou ka wakarimasen.,かどうか
Please check one more time whether you’ve written your name down or not.,名前を書いたかどうか、もう一度チェックしてください。,N4,whether or not,"namae o kaita ka dou ka, mou ichido chekku shite kudasai.",かどうか
It has nothing to do with weakness.,弱いかどうかとはまったく関係ない。,N4,whether or not,yowai ka dou ka towa mattaku kankei nai.,かどうか
Do you know if Tanaka was able to graduate or not?,田中さんが大学を卒業できたかどうか知っていますか。,N4,whether or not,tanaka san ga daigaku o sotsugyou dekita ka dou ka shitte imasu ka.,かどうか
He knew what he had to do. It was doing it that was going to be the problem.,やるべきことはしっかりわかった。それができるかどうかが問題だ。,N4,whether or not,yaru beki koto wa shikkari wakatta. sore ga dekiru ka dou ka ga mondai da.,かどうか
I’ll call you later to let you know if I can go or not.,行くかどうか後で電話で知らせます。,N4,whether or not,iku ka dou ka ato de denwa de shirasemasu.,かどうか
He can’t even remember whether he was in the car or not when his parents died.,両親が死んだ時、自分が車の中にいたかどうかさえ思い出せない。,N4,whether or not,"ryoushin ga shinda toki, jibun ga kuruma no naka ni ita ka dou ka sae omoidasenai.",かどうか
I’m worried whether this plan will be a success or not.,この計画は成功できるかどうか心配です。,N4,whether or not,kono keikaku wa seikou dekiru ka dou ka shinpai desu.,かどうか
You won’t know if it’s good or not until you taste it.,おいしいかどうか食べなければわからない。,N4,whether or not,oishii ka dou ka tabenakereba wakaranai.,かどうか
Do you know if the culprit was caught or not?,犯人が捕まったかどうか、知ってる？,N4,whether or not,"hannin ga tsukamatta ka dou ka, shitteru.",かどうか
Please don’t be afraid.,怖がらないでください。,N4,to show signs of; to feel; to think; to behave as if,kowagaranaide kudasai.,がる
It seems he likes to see other people fail.,彼は人の失敗を面白がっている。,N4,to show signs of; to feel; to think; to behave as if,kare wa hito no shippai o omoshiro gatte iru.,がる
No one wanted this cat.,この猫、誰もほしがる人がいなかった。,N4,to show signs of; to feel; to think; to behave as if,"kono neko, dare mo hoshigaru hito ga inakatta.",がる
Please don’t be shy and come up here.,恥ずかしがらないで、前に出て来てください。,N4,to show signs of; to feel; to think; to behave as if,"hazukashi garanaide, mae ni dete kite kudasai.",がる
My son doesn’t like his job.,息子は今の仕事をいやがっている。,N4,to show signs of; to feel; to think; to behave as if,musuko wa ima no shigoto o iyagatte iru.,がる
"Give him the magazine, he might find it interesting.",雑誌のほうは彼に渡してくれ。おもしろがるだろう。,N4,to show signs of; to feel; to think; to behave as if,zasshi no hou wa kare ni watashite kure. omoshirogaru darou.,がる
She looked a little embarrassed when she heard that story.,彼女はその話を聞いてちょっと恥ずかしがりました。,N4,to show signs of; to feel; to think; to behave as if,kanojo wa sono hanashi o kiite chotto hazukashi garimashita.,がる
What am I supposed to be frightened of?,僕が何を怖がるっていうんだ？,N4,to show signs of; to feel; to think; to behave as if,boku ga nani o kowagaru tte iun da.,がる
All kids want toys.,子どもはみんなおもちゃを欲しがるもんだ。,N4,to show signs of; to feel; to think; to behave as if,kodomo wa minna omocha o hoshigaru mon da.,がる
They’ll want to know where he’s gone.,この子がどこに行ったか知りたがるでしょう。,N4,to show signs of; to feel; to think; to behave as if,kono ko ga doko ni itta ka shiritagaru deshou.,がる
It suddenly started raining.,雨が急に降り出した。,N4,to suddenly begin; to suddenly appear; …out,ame ga kyuu ni furidashita.,だす
“How did she get like this?” he asked slowly.,「彼女はどうしてこんなふうになったの？」彼がゆっくりと切り出した。,N4,to suddenly begin; to suddenly appear; …out,kanojo wa doushite konna fuu ni natta no. kare ga yukkuri to kiridashita.,だす
My mom started cooking at around 5 o’clock.,母は５時ごろから夕食を作り出した。,N4,to suddenly begin; to suddenly appear; …out,haha wa goji goro kara yuushoku o tsukuridashita.,だす
"John had already started walking away when Brad burst out, “Wait!”",「待て」ジョンがもう歩き出したとき、ブラッドが突然叫んだ。,N4,to suddenly begin; to suddenly appear; …out,"mate. jon ga mou arukidashita toki, buraddo ga totsuzen sakenda.",だす
"Once that baby starts crying, she won’t stop.",あの赤ちゃんが泣き出すと、なかなか泣き止まない。,N4,to suddenly begin; to suddenly appear; …out,"ano akachan ga nakidasu to, nakanaka nakiyamanai.",だす
They were almost at Shinjuku station when he remembered something.,新宿駅に着く直前、彼はあることを思い出した。,N4,to suddenly begin; to suddenly appear; …out,"shinjuku eki ni tsuku chokuzen, kare wa aru koto o omoidashita.",だす
The emergency bell started ringing.,非常ベルが急に鳴り出した。,N4,to suddenly begin; to suddenly appear; …out,hijou beru ga kyuuni naridashita.,だす
He fled tonight.,あいつは今夜逃げ出したよ。,N4,to suddenly begin; to suddenly appear; …out,aitsu wa kon’ya nigedashita yo.,だす
I bursted into laughing when I heard his story.,彼の話を聞いて、つい笑い出してしまった。,N4,to suddenly begin; to suddenly appear; …out,"kare no hanashi o kiite, tsui warai dashite shimatta.",だす
"Once you start reading this novel, you won’t be able to stop.",この小説は読み出すとやめられない。,N4,to suddenly begin; to suddenly appear; …out,kono shousetsu wa yomidasu to yamerarenai.,だす
I need money.,お金が必要です。,N4,need; necessary,okane ga hitsuyou desu.,ひつよう
I need a place to learn football.,サッカーを学ぶ場所が必要です。,N4,need; necessary,sakkaa o manabu basho ga hitsuyou desu.,ひつよう
I need a bit of time to consider.,少し考える時間が必要です。,N4,need; necessary,sukoshi kangaeru jikan ga hitsuyou desu.,ひつよう
The match is near. We need to practice!,試合が近い。練習が必要だよ！,N4,need; necessary,shiai ga chikai. renshuu ga hitsuyou da yo.,ひつよう
Spouses need to understand each other.,夫婦はお互いに理解しあうことが必要だ。,N4,need; necessary,fuufu wa otagai ni rikai shiau koto ga hitsuyou da.,ひつよう
I can’t explain.,何と言えばいいかしら…,N4,I wonder,nanto ieba ii kashira.,かしら
I wish he would come quickly.,早く来てくれないかしら。,N4,I wonder,hayaku kite kurenai kashira.,かしら
That’s strange. I wonder why I didn’t see you.,おかしいわね。どうしてあんたに気がつかなかったのかしら？,N4,I wonder,okashii wa ne. doushite anta ni ki ga tsukanakatta no kashira.,かしら
I suppose we could take her to school.,学校まで連れて行ったらどうかしら…,N4,I wonder,gakkou made tsurete ittara dou kashira.,かしら
"Are you quite sure, Dad? Is not there a little mistake?",パパ、それほんとう？　ちょっとまちがっているのではないかしら？,N4,I wonder,"papa, sore hontou. chotto machigatte iru no dewa nai kashira.",かしら
Isn’t it very risky?,危険じゃないかしら？,N4,I wonder,kiken janai kashira.,かしら
But what will Mommy say?,でも、ママが何て言うかしら？,N4,I wonder,"demo, mama ga nante iu kashira.",かしら
Isn’t Kim’s house far away from school?,キムさんの家は大学から遠いんじゃないか。,N4,right?; isn’t it?,kimu san no ie wa daigaku kara tooin janai ka.,じゃないか
Isn’t it great?,いいじゃないか。,N4,right?; isn’t it?,ii janai ka.,じゃないか
"You look pale. You are tired, aren’t you?",顔色が悪いね。疲れているんじゃないか。,N4,right?; isn’t it?,kaoiro ga warui ne. tsukarete irun janai ka.,じゃないか
I told you!,だから言ったじゃないか！,N4,right?; isn’t it?,dakara itta janai ka.,じゃないか
"What, isn’t it empty?",なんだ、空っぽじゃないか。,N4,right?; isn’t it?,"nan da, karappo janai ka.",じゃないか
That was all your savings!,あれは全財産だったじゃないか！,N4,right?; isn’t it?,are wa zenzaisan datta janai ka.,じゃないか
Tom wondered if David had changed the subject on purpose.,ダヴィッドがわざと話題を変えたんじゃないか、とトムは勘ぐった。,N4,right?; isn’t it?,"daviddo ga waza to wadai o kaetan janai ka, to tomu ga kanguru.",じゃないか
You’re good.,なかなかやるじゃないか。,N4,right?; isn’t it?,nakanaka yaru janai ka.,じゃないか
Want to come to the ball with me?,おれとダンスパーティーに行くかい？,N4,(turns a sentence into a yes/no question),ore to dansu paatii ni iku kai.,かい
Have you seen Tanaka lately?,田中を近ごろ見かけたかい？,N4,(turns a sentence into a yes/no question),tanaka o chikagoro mikaketa kai.,かい
Anything worrying you?,心配事があるのかい？,N4,(turns a sentence into a yes/no question),shinpai goto ga aru no kai.,かい
Are you alright?,大丈夫かい？,N4,(turns a sentence into a yes/no question),daijoubu kai.,かい
You think this is all my fault?,おれのせいだと思うかい？,N4,(turns a sentence into a yes/no question),ore no sei da to omou kai.,かい
What’s the story? What’s been happening?,話してくれるかい？いったい何があったんだ？,N4,(turns a sentence into a yes/no question),hanashite kureru kai. ittai nani ga attan da.,かい
Aren’t you finished yet?,まだ終わってないのかい？,N4,(turns a sentence into a yes/no question),mada owatte nai no kai.,かい
Can’t you see the there’s an enemy over there?,あそこに敵がいるのが見えないのかい？,N4,(turns a sentence into a yes/no question),asoko ni teki ga iru no ga mienai ko nai.,かい
And in the event of my refusing this great offer?,このすばらしい申し出を僕が拒絶した場合はいかがなされます？,N4,if; in the case; in the event of,kono subarashii moushide o boku ga kyozetsu shita baai wa ikaga nasaremasu.,場合は
Suzuki says Kaede’s perfectly capable of getting herself lost.,スズキが言うには、カエデの場合は行方不明になっても、まったくおかしくはない。,N4,if; in the case; in the event of,"suzuki ga iu niwa, kaede no baai wa yukuefumei ni natte mo, mattaku okashiku wa nai.",場合は
With him I believe it does not often happen.,あの人の場合はそんなことはめったにないのではないですか。,N4,if; in the case; in the event of,ano hito no baai wa sonna koto wa metta ni nai no dewa nai desu ka.,場合は
"If you make another slip, it will be the last.",今後もし非行があった場合は、それで終りということになりましょう。,N4,if; in the case; in the event of,"kongo moshi hikou ga atta baai wa, sorede owari to iu koto ni narimashou.",場合は
"This hospital closes on Sunday and national holiday, but it’s still open in case of emergency.",この病院は日曜と祝日は休みだが、緊急の場合は診てもらえる。,N4,if; in the case; in the event of,"kono byouin wa nichiyou to shukujitsu wa yasumi da ga, kinkyuu no baai wa mite morau.",場合は
I want a computer.,わたしはパソコンが欲しいです。,N4,to want something; to be in need of,watashi wa pasokon ga hoshii desu.,ほしい
I want some help.,僕は少し助けが欲しい。,N4,to want something; to be in need of,boku wa sukoshi tasuke ga hoshii.,ほしい
The baby’s crying because he wants milk.,赤ちゃんが乳を欲しがって泣いている。,N4,to want something; to be in need of,akachan ga chichi o hoshigatte naiteiru.,ほしい
I want more bacon.,もっとベーコンが欲しいよ。,N4,to want something; to be in need of,motto beekon ga hoshii yo.,ほしい
Just give me your word!,あなたの約束の言葉が欲しい！,N4,to want something; to be in need of,anata no yakusoku no kotoba ga hoshii.,ほしい
"Since it got colder, I’m gonna need a heater soon.",寒くなったので、そろそろ暖房が欲しいです。,N4,to want something; to be in need of,"samukunatta node, sorosoro danbou ga hoshii desu.",ほしい
Why do you need that book?,どうしてその本が欲しいの？,N4,to want something; to be in need of,doushite sono hon ga hoshii no.,ほしい
What do you want?,お前は何が欲しいのか？,N4,to want something; to be in need of,omae wa nani ga hoshii no ka.,ほしい
He has completely forgotten about dinner.,彼は夕食のことなどすっかり忘れた。,N4,"such as, things like, the likes of",kare wa yuushoku no koto nado sukkari wasureta.,など
There are radio and TV among other things in my brother’s room.,兄の部屋にはラジオやテレビなどがあります。,N4,"such as, things like, the likes of",ani no heya niwa rajio ya terebi nado ga arimasu.,など
I had never failed to find anything in the library.,これまで図書館で見つからないことなどなかったのだ。,N4,"such as, things like, the likes of",kore made toshokan de mitsukaranai koto nado nakatta no da.,など
"There are wallets, keys, etc. in the bag.",かばんの中に財布や鍵などがあります。,N4,"such as, things like, the likes of",kaban no naka ni saifu ya kagi nado ga arimasu.,など
Everyone was much too busy in letting off more holiday steam to observe what anyone else was up to.,みんなお祭り気分で盛り上がり、ほかの人が何をしているかなど気にも留めない。,N4,"such as, things like, the likes of","minna omatsuri kibun de moriagari, hoka no hito ga nani o shiteiru ka nado ki nimo todomenai.",など
I haven’t been anywhere near your room.,わたし、あなたの部屋に近づいたことなどありません。,N4,"such as, things like, the likes of","watashi, anata no heya ni chikazuita koto nado arimasen.",など
You’re not my son!,おまえはわたしの息子などではない！,N4,"such as, things like, the likes of",omae wa watashi no musuko nado dewa nai.,など
You surely don’t believe a word of that guy’s story?,あいつの話など、一言も信じてはおられないでしょうな？,N4,"such as, things like, the likes of","aitsu no hanashi nado, hitokoto mo shinjitewa orarenai deshou na.",など
There might be manga for kids at this bookstore.,この本屋に子供向けの漫画があるかもしれません。,N4,might; maybe; probably,kono hon’ya ni kodomo muke no manga ga aru kamoshiremasen.,かもしれない
Maybe he returned to the mansion already.,彼は邸宅へ戻ったのかもしれないわ。,N4,might; maybe; probably,kare wa teitaku e modotta no kamoshirenai wa.,かもしれない
The station is probably over there.,駅はあっちかもしれないね。,N4,might; maybe; probably,eki wa acchi kamoshirenai ne.,かもしれない
She could be back at any moment.,彼女はいまにも戻ってくるかもしれない。,N4,might; maybe; probably,kanojo wa ima nimo modotte kuru kamoshirenai.,かもしれない
Suzuki also didn’t go to school today. Maybe he’s sick.,鈴木さんは今日も学校に来なかった。病気かもしれない。,N4,might; maybe; probably,suzuki san wa kyou mo gakkou ni konakatta. byouki kamoshirenai.,かもしれない
"You know, you may be right.",なるほど、きみの言うとおりかもしれない。,N4,might; maybe; probably,"naruhodo, kimi no iu toori kamoshirenai.",かもしれない
My wallet’s gone. I might have dropped it at the station.,財布がない。駅で落としたかもしれない。,N4,might; maybe; probably,saifu ga nai. eki de otoshita kamoshirenai.,かもしれない
He may be dangerous.,彼は危険な人間であるかもしれない。,N4,might; maybe; probably,kare wa kiken na ningen de aru kamoshirenai.,かもしれない
"It might rain on the way, so let’s take our umbrellas with us.",途中で雨が降るかもしれないから、傘を持っていきましょう。,N4,might; maybe; probably,"tochuu de ame ga furu kamoshirenai kara, kasa o motte ikimashou.",かもしれない
The whole thing might be a dream.,今までのことは夢だったのかもしれない。,N4,might; maybe; probably,ima made no koto wa yume datta no kamoshirenai.,かもしれない
You can’t take photos in this museum.,この博物館では写真を撮ることができません。,N4,can; to be able to,kono hakubutsukan dewa shashin o toru koto ga dekimasen.,ことができる
I was able to see the baby lion that was born last month when I went to the zoo yesterday.,昨日動物園に行ったら、先月生まれたばかりのライオンの赤ちゃんを見ることができました。,N4,can; to be able to,"kinou doubutsuen ni ittara, sengetsu umareta bakari no raion no akachan o miru koto ga dekimashita.",ことができる
He was able to take that chance to dry his eyes on the sheet.,そのすきに彼女はこっそりシーツで涙を拭うことができた。,N4,can; to be able to,sono suki ni kanojo wa kossori shiitsu de namida o nuguu koto ga dekita.,ことができる
Can you drive?,車の運転ができますか？,N4,can; to be able to,kuruma no unten ga dekimasu ka.,ことができる
Until what time will I be able to borrow books today?,今日は何時まで本を借りることができますか。,N4,can; to be able to,kyou wa nanji made hon o kariru koto ga dekimasu ka.,ことができる
He was finally able to get away from them all.,彼はやっとみんなから離れることができた。,N4,can; to be able to,kare wa yatto minna kara hanareru koto ga dekita.,ことができる
You can watch old Japanese movies at that cinema.,その映画館で日本の古い映画を見ることができます。,N4,can; to be able to,sono eigakan de nihon no furui eiga o miru koto ga dekimasu.,ことができる
I can study about this town’s history in the library.,図書館でこの町の歴史を調べることができます。,N4,can; to be able to,toshokan de kono machi no rekishi o shiraberu koto ga dekimasu.,ことができる
This knife can cut anything.,このナイフはどんなものでも切ることができます。,N4,can; to be able to,kono naifu wa donna mono demo kiru koto ga dekimasu.,ことができる
He has powers I will never have.,彼には、わたしには決して持つことができない力があるよ。,N4,can; to be able to,"kare niwa, watashi niwa kesshite motsu koto ga dekinai chikara ga aru yo.",ことができる
I’ll study tonight without watching the TV.,今夜はテレビを見ないで勉強します。,N4,without doing…; don’t,kon’ya wa terebi o minaide benkyou shimasu.,ないで
Don’t put yourself in danger.,自分を危険に晒さないで。,N4,without doing…; don’t,jibun o kiken ni sarasanaide.,ないで
